CAO gemeenten 2020-2021,cao-gemeenten-2020-2021,Netherlands,nl,2020
NLD Sanquin - 2017,cao-sanquin-2017-2019,Netherlands,nl,2017
NLD Bouwend Nederland (BouwNed) - 2018,bouw-en-infra-2018-2019,Netherlands,nl,2018
Cao Ziekenhuizen 2017-2019,cao-ziekenhuizen-2017-2019,Netherlands,nl,2017
Cao Tankstation en wasbedrijven 2019,cao-tankstation-en-wasbedrijven-2019,Netherlands,nl,2019
Cao Foodservice Groothandel levensmiddelen 2017-2019,cao-foodservice-groothandel-levensmiddelen-2017-2019,Netherlands,nl,2017
Cao Elektronische detailhandel 2018-2019,cao-elektro-technische-detailhandel-2018-2019,Netherlands,nl,2018
NLD DHL [Luchtvracht] - 2017,cao-dhl-logistics-2017-2019,Netherlands,nl,2017
NLD FME-CWM (FME-CWM) - 2018,cao-metalektro-hp-2018-2020,Netherlands,nl,2018
NLD FME-CWM (FME-CWM) - 2018,cao-metalektro-basis-2018-2020,Netherlands,nl,2018
"NLD INretail, NLD Dutch Jewelery and Watchmaking Industry (NJU), NLD Association of Retailers in the Perfumery Trade (BODEPA), NLD Association of Chain Stores in Textiles (VGT) - 2018",retailnonfood-2018_2020,Netherlands,nl,2018
NLD Central Association of Furniture Manufacturers - 2018,cao-meubelindustrie-en-meubileringsbedrijven-2018-2019,Netherlands,nl,2018
NLD DSM - 2018,cao-dsm-2018-2020,Netherlands,nl,2018
Recreatie 2019-2020,recreatie-2019-2020,Netherlands,nl,2017
Cao Taxi 2019-2020,cao-taxi-2019-2020,Netherlands,nl,2019
CAO Grafimedia 2018-2020 - 2018,cao-grafimedia-2018-2020,Netherlands,nl,2018
CAO Ikea 2016-2018,cao-ikea-2016-2018,Netherlands,nl,2016
cao schilders 2016-2020,cao-schilders-2016-2020,Netherlands,nl,2016
CAO Verzekeringsbedrijf buitendienst 2018-2019 - 2018,cao-verzekeringsbedrijf-buitendienst-2018-2019,Netherlands,nl,2018
CAO Verzekeringsbedrijf binnendienst 2018-2019 - 2018,cao-verzekeringsbedrijf-binnendienst-2018-2019,Netherlands,nl,2018
CAO Horeca KHN 2018-2019 - 2018,cao-horeca-khn-2018-2019,Netherlands,nl,2018
CAO Bitumineuze en Kunststof Dakbedekkingsbedrijven 2019-2020 - 2019,cao-bitumineuze-en-kunststof-dakbedekkingsbedrijven-2019-2020,Netherlands,nl,2019
CAO Houtverwerkende Industrie 2019-2020 - 2019,cao-houtverwerkende-industrie-2019-2020,Netherlands,nl,2019
"NLD MSD Merck, Sharp & Dohme - 2019",msd-2019,Netherlands,nl,2019
NLD De Nederlandsche Bank (DNB) - 2018,cao-dnb-2018-2019,Netherlands,nl,2018
NLD Association of Retailers in the Do-It-Yourself Industry (VWDHZ) - 2017,cao-doe-het-zelfbranche-2017-2020,Netherlands,nl,2017
CAO Architectenbureaus 2019-2021 - 2019,cao-architectenbureaus-2019-2021,Netherlands,nl,2019
CAO Banken 2019-2020 - 2019,cao-banken-2019-2020,Netherlands,nl,2019
CAO Apotheken 2017-2019 - 2017,cao-apotheken-2017-2019,Netherlands,nl,2017
Afbouw en Natuursteen 2018-2019 - 2018,afbouw-en-natuursteen-2018-2019,Netherlands,nl,2018
NLD Association of Chain Stores in Textiles (VGT) - 2015,cao-grootwinkelbedrijf-in-textiel-vgt-2015-2016,Netherlands,nl,2015
NLD Association of Chain Stores in Food (VGL) - 2013,cao-grootwinkelbedrijven-in-levensmiddelen-vgl-2013-2017,Netherlands,nl,2013
NLD Employers Association Publishing Company - 2015,cao-uitgeverijbedrijf-2015-2017,Netherlands,nl,2015
"NLD Florist Shopkeepers Association (VBW), NLD Central Association of Ambulatory Trade (CVAH) - 2015",cao-gespecialiseerde-detailhandel-in-bloemen-en-planten-2015-2017,Netherlands,nl,2015
NLD Association of Retailers in the Do-It-Yourself Industry (VWDHZ) - 2016,cao-doe-het-zelfbranche-2016-2017,Netherlands,nl,2016
Model Collective Agreement on gender equality and fighting the Gender Pay Gap (GPG),model-collective-agreement-on-gender-equality-and-fighting-the-gender-pay-gap-gpg-,Netherlands,en,
"NLD Dutch Association of Cooperative Employers in Utrecht, NLD Trade center, professional organization of retailers, in Woerden - 2013",cao-supermarkt-levensmiddelen-2013-2017-,Netherlands,nl,2013
"NLD IKEA Nederland BV, NLD IKEA Systems BV - 2014",cao-ikea-2014-2016,Netherlands,nl,2014
NLD Royal Trade Union for Tree Nursery and Bulb Products (Anthos) - 2014,cao-groothandel-in-bloembollen-2015-2016,Netherlands,nl,2014
NLD Albert Heijn - 2015,collectieve-arbeidsovereenkomst-albert-heijn-2014,Netherlands,nl,2015
NLD Employers Technical Wholesale (WTG) - 2014,collectieve-arbeidsovereenkomst-voor-de-technische-groothandel-2014,Netherlands,nl,2014
"NLD Entrepreneurship organization Greenhouse Horticulture LTO Noord Glaskracht in Bleiswijk, NLD Agricultural and Horticultural Organization Noord (LTO Noord) in Zwolle, NLD Southern Agricultural and Horticultural Organization (ZLTO) in Den Bosch, NLD Limburg Agriculture and Horticulture Organization (LLTB) in Roermond, NLD Plantum in Gouda - 2014",cao-glastuinbouw---2014,Netherlands,nl,2014
GRC FF COSMETICS SA - 2016,-ff-cosmetics-_2016---2017,Greece,el,2016
GRC OLYMPIC BREWERY SA - 2016,-_-2016-,Greece,el,2016
GRC VIVECHROM DR ST. D. PATERAS S.A. - 2014,---_2014,Greece,el,2014
GRC LIDL HELLAS & CO. O.E. - 2016,-lidl---2016,Greece,el,2016
GRC L’OREAL HELLAS S.A. - 2016,l-or-al-hellas-luxury-division---2016,Greece,el,2016
GRC Rinfresco PALLINIS Ltd. - 2016,-----2016,Greece,el,2016
GRC VEROPOULOI BROS S.A. - 2015,-2015,Greece,el,2015
"GRC SEV-Hellenic Federation of Enterprises - ΣΕΒ, GRC Hellenic Confederation of Professionals, Craftsmen & Merchants (GSEVEE), GRC Hellenic Confederation of Trade and Entrepreneurship (ESEE), GRC Association of Greek Tourism Enterprises (SETE) - 2016",-2016,Greece,el,2016
WORKING RULE AGREEMENT FOR THE CONSTRUCTION INDUSTRY - 2016 - 2016,working-rule-agreement-for-the-construction-industry---2016,United-kingdom,en,2016
FRAMEWORK AGREEMENT ON THE REFORM OF NHS PAY STRUCTURE FOR AGENDA FOR CHANGE STAFF -2018 - 2018,framework-agreement-on-the-reform-of-nhs-pay-structure-for-agenda-for-change-staff--2018,United-kingdom,en,2018
GBR Sainsbury s Supermarkets Limited - 2001,sainsburys---2001,United-kingdom,en,2001
GBR WM Morrison Supermarkets Plc - 2013,morrisons-retail-usdaw-and-sata---2013,United-kingdom,en,2013
GBR ASDA Store Limited - 2010,asda---2010,United-kingdom,en,2010
GBR Argos - 2015,agreement-between-argos-and-union-of-shop-distributive-and-allied-workers-usdaw---2015,United-kingdom,en,2015
GBR Primark Northern Ireland - 2015,agreement-between-primark-northern-ireland-and-union-of-shop-distributive-and-allied-workers-usdaw---december-2015,United-kingdom,en,2015
GBR Poundland Limited (Retail) - 2013,national-recognition-and-procedural-agreement-between-poundland-limited-retail-and-union-of-shop-distributive-and-allied-workers---2013,United-kingdom,en,2013
GBR Poundland Limited (Distribution) - 2014,national-recognition-and-procedural-agreement-between-poundland-limited-distribution-and-union-of-shop-distributive-and-allied-workers---2014,United-kingdom,en,2014
GBR Ikea (UK) Limited - 2008,recognition-and-procedural-agreement-ikea-uk-limited-and-the-union-of-shop-distributive-and-allied-workers-usdaw---2008,United-kingdom,en,2008
GBR Primark GB - 2015,agreement-between-primark-gb-and-union-of-shop-distributive-and-allied-workers-usdaw---2015,United-kingdom,en,2015
GBR B&M Retail Limited - 2015,agreement-between-b-m-retail-limited-in-relation-to-distribution-centre-employees-and-union-of-shop-distributive-and-allied-workers-usdaw---2015,United-kingdom,en,2015
TESCO Partnership Agreement with USDAW - 2016 - 2016,tesco-partnership-agreement-with-usdaw---2016,United-kingdom,en,2016
"WORLDWIDE AGREEMENT ON THE PRINCIPLES OF ARCELOR’S CORPORATE SOCIAL RESPONSIBILITY, 2005 - 2005",worldwide-agreement-on-the-principles-of-arcelor-s-corporate-social-responsibility-2005,Luxembourg,en,2005
CONTRACT COLECTIVE DE MUNCÂ LA NIVELUL UNIVERSITĂȚII „ALEXANDRU IOAN CUZA” IAȘI PE ANII 2014-2015 - 2014,contract-colective-de-munc-la-nivelul-universit-ii-alexandru-ioan-cuza-ia-i-pe-anii-2014-2015,Romania,ro,2014
CONTRACTUL COLECTIV DE MUNCĂ ÎNCHEIAT LA NIVELUL UNIVERSITĂŢII „BABEŞ-BOLYAI” 2015 - 2014,contractul-colectiv-de-munc-ncheiat-la-nivelul-universit-ii-babe--bolyai-2015,Romania,ro,2014
Contract colectiv de muncă la nivel de unitate Spitalul Clinic Municipal Cluj-Napoca pe anii 2019-2021 - 2019,contract-colectiv-de-munc-la-nivel-de-unitate-spitalul-clinic-municipal-cluj-napoca-pe-anii-2019-2021,Romania,ro,2019
"CONTRACT COLECTIV DE MUNCA LA NIVEL DE GRUP DE UNITATI PRODUCERE, TRANSPORT, DISTRIBUȚIE ENERGIE TERMICA SI/SAU ELECTRICA 2009 - 2009",contract-colectiv-de-munca-la-nivel-de-grup-de-unitati-producere-transport-distribu-ie-energie-termica-si-sau-electrica-2009,Romania,ro,2009
CONTRACT COLECTIV DE MUNCA LA NIVELUL SPITALULUI JUDEȚEAN DE URGENȚĂ BUZĂU 2019-2021 -,contract-colectiv-de-munca-la-nivelul-spitalului-jude-ean-de-urgen-buz-u-2019-2021,Romania,ro,
Contract Colectiv de Muncă la nivelul Spitalului Clinic Județean Mureș pe anul 2018 - 2018,contract-colectiv-de-munc-la-nivelul-spitalului-clinic-jude-ean-mure-pe-anul-2018,Romania,ro,2018
CONTRACT COLECTIV DE MUNCĂ LA NIVEL DE UNITATE SPITALUL CLINIC JUDEȚEAN DE URGENȚĂ BRAȘOV PE ANII 2018 - 2020 -,contract-colectiv-de-munc-la-nivel-de-unitate-spitalul-clinic-jude-ean-de-urgen-bra-ov-pe-anii-2018---2020,Romania,ro,
CONTRACT COLECTIV DE MUNCĂ LA NIVELUL UNIVERSITĂȚII APOLLONIA DIN IAȘI 2014 - 2014,contract-colectiv-de-munc-la-nivelul-universit-ii-apollonia-din-ia-i-2014,Romania,ro,2014
CONTRACTUL COLECTIV DE MUNCA LA NIVELUL RAMURII COMERT 2010 - 2010,contractul-colectiv-de-munca-la-nivelul-ramurii-comert-2010,Romania,ro,2010
CONTRACT COLECTIV DE MUNCA la nivelul Spitalului Județean de Urgență Piatra Neamț*2019 -,contract-colectiv-de-munca-la-nivelul-spitalului-jude-ean-de-urgen-piatra-neam-2019,Romania,ro,
"Contractul colectiv de muncă la Nivel de Grup de Unităţi din Sectorul de Activitate ""Învăţământ Superior""2017 - 2017",contractul-colectiv-de-munc-la-nivel-de-grup-de-unit-i-din-sectorul-de-activitate-nv-m-nt-superior-2017,Romania,ro,2017
CONTRACT COLECTIV DE MUNCĂ LA NIVELUL UNIVERSITĂȚII DIN PITEȘTI 2019 - 2019,contract-colectiv-de-munc-la-nivelul-universit-ii-din-pite-ti-2019,Romania,ro,2019
CONTRACTUL COLECTIV DE MUNCĂ AL ACADEMIEI DE STUDII ECONOMICE DIN BUCUREŞTI -,contractul-colectiv-de-munc-al-academiei-de-studii-economice-din-bucure-ti,Romania,ro,
CONTRACTUL COLECTIV DE MUNCĂ ÎNCHEIAT LA NIVELUL UNIVERSITĂŢII ALBA IULIA 2018 - 2018,contractul-colectiv-de-munc-ncheiat-la-nivelul-universit-ii-alba-iulia-2018,Romania,ro,2018
CONTRACT COLECTIV DE MUNCĂ UNIC LA NIVEL DE SECTOR DE ACTIVITATE ÎNVĂȚĂMÂNT PREUNIVERSITAR 2019 - 2019,contract-colectiv-de-munc-unic-la-nivel-de-sector-de-activitate-nv-m-nt-preuniversitar-2019,Romania,ro,2019
CONTRACTUL COLECTIV DE MUNCĂ LA NIVEL DE GRUP DE UNITĂȚI DIN SECTORUL DE ACTIVITATE ÎNVĂȚĂMÂNT SUPERIOR 2019 - 2019,contractul-colectiv-de-munc-la-nivel-de-grup-de-unit-i-din-sectorul-de-activitate-nv-m-nt-superior-2019,Romania,ro,2019
ACORD COLECTIV privind raporturile de serviciu ale funcționarilor publici cu statut special - polițiști din Ministerul Afacerilor Interne 2017 - 2017,collective-agreement-on-the-service-reports-of-civil-servants-with-special-status---police-officers-from-the-ministry-of-internal-affairs-2017,Romania,ro,2017
ROMÂNIA JUDEŢUL NEAMŢ MUNICIPIUL ROMAN CONSILIUL LOCAL 2019 - 2019,romania-county-neam-roman-municipality-local-council2019,Romania,ro,2019
CONTRACTUL COLECTIV DE MUNCA. LA NIVELUL UNIVERSITATEA POLITEHNICA DIN BUCUREȘTI 2018 - 2018,contractul-colectiv-de-munca-la-nivelul-universitatea-politehnica-din-bucure-ti-2018,Romania,ro,2018
ACORD COLECTIV DE MUNCA la nivelul Direcției Generale de Asistență Socială și Protecția Copilului Sibiu pentru anul 2019 - 2019,acord-colectiv-de-munca-la-nivelul-direc-iei-generale-de-asisten-social-i-protec-ia-copilului-sibiu-pentru-anul-2019,Romania,ro,2019
ACORD COLECTIV privind raporturile de serviciu în Institutul Național de Statistică pe anul 2019 - 2019,acord-colectiv-privind-raporturile-de-serviciu-n-institutul-na-ional-de-statistic-pe-anul-2019,Romania,ro,2019
CONTRACTUL COLECTIV DE MUNCĂ incheiat la nivel de INCDIE ICPE-CA pentru anii 2019-2021 -,contractul-colectiv-de-munc-incheiat-la-nivel-de-incdie-icpe-ca-pentru-anii-2019-2021,Romania,ro,
"Contract colectiv de muncă la Nivel de Sector Bugetar Sănătate Pe anii 2019-2021,.. . înregistrat la M.M.J.S.- D.D.S. sub nr. 1206 din data de 4.11.2019 - 2019",contract-colectiv-de-munc-la-nivel-de-sector-bugetar-s-n-tate-pe-anii-2019-2021-nregistrat-la-m-m-j-s---d-d-s-sub-nr-1206-din-data-de-4-11-2019,Romania,ro,2019
ROU Federation of Trade Trustees in Romania - 2010,contractul-colectiv-de-munca-la-nivelul-ramuri-i-comert-pe-anul-2010,Romania,ro,2010
HRV Zagreb Holding - 2002,kolektivni-ugovor-2015-zagrebac-ki-velesajam-zagrebac-ki-holding-general-ca,Croatia,hr,2002
HRV TISAK d.d. - 2015,kolektivni-ugovor-tisak-ca-2015,Croatia,hr,2015
HRV PHOENIX Farmacija d.o.o. - 2016,kolektivni-ugovor-phoenix-farmacija-d-o-o-2016---2020,Croatia,hr,2016
HRV KONZUM d.d. - 2012,kolektivni-ugovor-konzum-d-d-2012---2017,Croatia,hr,2012
HRV Hrvatski Telekom d.d. - 2016,hrvatski-sindikat-telekomunikacija-kolektivni-ugovor-2016---2017,Croatia,hr,2016
Kolektivni Ugovor Ugostiteljstva Pročišćeni Tekst - 2015 - 2015,kolektivni-ugovor-ugostiteljstva-pro-i-eni-tekst---2015,Croatia,hr,2015
"ACUERDO ESTATAL DE FORMACION PROFESIONAL PARA EL EMPLEO EN EL MARCO DEL SECTOR DE LA ECONOMÍA Y LA INDUSTRIA DIGITAL Y CONSTITUCIÓN DE LA ESTRUCTURA PARITARIA SECTORIAL, 2020 - 2024 - 2020",acuerdo-estatal-de-formacion-profesional-para-el-empleo-en-el-marco-del-sector-de-la-econom-a-y-la-industria-digital-y-constituci-n-de-la-estructura-paritaria-sectorial-2020---2024,Spain,es,2020
"III CONVENIO COLECTIVO DE LA EMPRESA ACCIONA FACILITY SERVICES, S.A. (NAVANTIA-FERROL), 2020 - 2022 - 2019",iii-convenio-colectivo-de-la-empresa-acciona-facility-services-s-a-navantia-ferrol-2020---2022,Spain,es,2019
"CONVENIO COLECTIVO DE TRABAJO DE LA EMPRESA NESTLÉ GLOBAL SERVICES SPAIN, SL, PARA EL PERIODO 01.04.2018-31.03.2021 - 2018",convenio-colectivo-de-trabajo-de-la-empresa-nestl-global-services-spain-sl-para-el-periodo-01-04-2018-31-03-2021,Spain,es,2018
V CONVENIO COLECTIVO PARA LA ACUICULTURA MARINA NACIONAL 2018/2020 - 2018,v-convenio-colectivo-para-la-acuicultura-marina-nacional-2018-2020,Spain,es,2018
ESP Ford Espana SL - 2019,xvii-convenio-colectivo-de-ford-espa-a-s-l-2019---2021,Spain,es,2019
ESP Telefónica España / Movistar - 2014,uni-telef-nica-acuerdo-global-2014,Spain,es,2014
"Acuerdo Marco entre Ferrovial, la Federación Internacional de Construcción y Madera, FECOMA Y MCA, 2012 - 2012",acuerdo-marco-entre-ferrovial-la-federaci-n-internacional-de-construcci-n-y-madera-fecoma-y-mca-2012,Spain,es,2012
"DECLARACIÓN SOBRE DERECHOS SOCIALES Y RELACIONES LABORALES EN EL GRUPO SANTANDER, 2009 - 2009",declaraci-n-sobre-derechos-sociales-y-relaciones-laborales-en-el-grupo-santander-2009,Spain,es,2009
"ACUERDO MARCO ACCIONA, LA FEDERACIÓN INTERNACIONAL DE CONSTRUCCIÓN Y MADERA, CCOO DE CONSTRUCCIÓN Y SERVICIOS MCA-UGT, 2014 - 2014",acuerdo-marco-acciona-la-federaci-n-internacional-de-construcci-n-y-madera-ccoo-de-construcci-n-y-servicios-mca-ugt-2014,Spain,es,2014
"I ACUERDO LABORAL ESTATUTARIO DE LA EMPRESA GLOBALIA SISTEMAS Y COMUNICACIONES, S.L., 2019 - 2020 - 2019",i-acuerdo-laboral-estatutario-de-la-empresa-globalia-sistemas-y-comunicaciones-s-l-2019---2020,Spain,es,2019
"VI CONVENIO COLECTIVO DE ÁMBITO ESTATAL PARA DESPACHOS DE TÉCNICOS TRIBUTARIOS Y ASESORES FISCALES, 2019 - 2020 - 2019",vi-convenio-colectivo-de-mbito-estatal-para-despachos-de-t-cnicos-tributarios-y-asesores-fiscales-2019---2020,Spain,es,2019
"Convenio colectivo de la empresa Workcenter Servicios Globales de Documentación, S.A., 2019 - 2023 - 2019",convenio-colectivo-de-la-empresa-workcenter-servicios-globales-de-documentaci-n-s-a-2019---2023,Spain,es,2019
"CONVENIO COLECTIVO ESTATUTARIO PARA LA EMPRESA PROTECCIÓN SALUD PÚBLICA S.L. (PROSAL S.L.) EN LA PROVINCIA DE ALMERÍA, 2020 - 2019",convenio-colectivo-estatutario-para-la-empresa-protecci-n-salud-p-blica-s-l-prosal-s-l-en-la-provincia-de-almer-a-2020,Spain,es,2019
"Convenio Colectivo de la Empresa MEDIATRANS, S.A. de Castellón, 2020 – 2024 - 2020",convenio-colectivo-de-la-empresa-mediatrans-s-a-de-castell-n-2020-2024,Spain,es,2020
"CONVENIO COLECTIVO DE SPANISH INTOPLANE SERVICES, S.L.U.” (SIS), 2018 – 2020 - 2018",convenio-colectivo-de-spanish-intoplane-services-s-l-u-sis-2018-2020,Spain,es,2018
"CONVENIO COLECTIVO PARA CLÍNICAS Y CONSULTAS DE ODONTOLOGÍA DE LA PROVINCIA DE SEGOVIA, 2019 - 2022 - 2019",convenio-colectivo-para-cl-nicas-y-consultas-de-odontolog-a-de-la-provincia-de-segovia-2019---2022,Spain,es,2019
"Convenio Colectivo del sector Comercio del Mueble de Zaragoza, 2019 - 2021 - 2019",convenio-colectivo-del-sector-comercio-del-mueble-de-zaragoza-2019---2021,Spain,es,2019
"CONVENIO COLECTIVO DE LA EMPRESA PRISMASER 2020, S.L. - 2016",convenio-colectivo-de-la-empresa-prismaser-2020-s-l-,Spain,es,2016
"IX CONVENIO COLECTIVO DE LUFTHANSA CARGO AG, 2019 – 2020 - 2019",ix-convenio-colectivo-de-lufthansa-cargo-ag-2019-2020,Spain,es,2019
CONVENIO COLECTIVO DE EMPRESA DE DELVER LOGISTIC S.L.U. PARA SUS CENTROS DE TRABAJO DE PAMPLONA Y VITORIA 2019-2021 - 2019,convenio-colectivo-de-empresa-de-delver-logistic-s-l-u-para-sus-centros-de-trabajo-de-pamplona-y-vitoria-2019-2021,Spain,es,2019
"CONVENIO COLECTIVO DE BABÉ Y CÍA., S.L., 2019 - 2019",convenio-colectivo-de-bab-y-c-a-s-l-2019,Spain,es,2019
"CONVENIO COLECTIVO DE BLASDO INFRAESTRUCTURAS, S.L. 2020 - 2023 - 2020",convenio-colectivo-de-blasdo-infraestructuras-s-l-2020---2023,Spain,es,2020
"II Convenio colectivo del grupo de empresas Tastia Group, 2019 - 2022 - 2020",ii-convenio-colectivo-del-grupo-de-empresas-tastia-group-2019---2022,Spain,es,2020
"Convenio colectivo para la empresa Servicios Agroturísticos Riscal, SL, 2019 - 2019",convenio-colectivo-para-la-empresa-servicios-agrotur-sticos-riscal-sl-2019,Spain,es,2019
"Convenio colectivo de la empresa Gea Refrigeration Ibérica,S.A., años 2018-2019-2020 - 2018",convenio-colectivo-de-la-empresa-gea-refrigeration-ib-rica-s-a-a-os-2018-2019-2020,Spain,es,2018
"CONVENIO COLECTIVO ENTRE LA EMPRESA ONET IBERIA SOLUCIONES, SA, Y SUS TRABAJADORES EN LAS ACTIVIDADES DE SERVICIOS AUXILIARES, 2019 - 2021 - 2019",convenio-colectivo-entre-la-empresa-onet-iberia-soluciones-sa-y-sus-trabajadores-en-las-actividades-de-servicios-auxiliares-2019---2021,Spain,es,2019
"CONVENIO COLECTIVO DE LA EMPRESA HERTZ DE ESPAÑA, S.L. (2019-2020-2021) - 2019",convenio-colectivo-de-la-empresa-hertz-de-espa-a-s-l-2019-2020-2021-,Spain,es,2019
"Convenio Colectivo de Manipulado y Envasado de la Empresa Agronostrum, S.L., 2019 - 2023 - 2019",convenio-colectivo-de-manipulado-y-envasado-de-la-empresa-agronostrum-s-l-2019---2023,Spain,es,2019
"XIV Conveni col·lectiu de treball per als laboratoris de pròtesi dental de Catalunya, 2013 - 2015 - 2013",xiv-conveni-col-lectiu-de-treball-per-als-laboratoris-de-pr-tesi-dental-de-catalunya-2013---2015,Spain,es,2013
"CONVENIO COLECTIVO DE AFRICOR-LUGO, 2020 - 2020",convenio-colectivo-de-africor-lugo-2020,Spain,es,2020
IV CONVENIO COLECTIVO ESTATAL DE INSTALACIONES DEPORTIVAS Y GIMNASIOS 2018 - 2019 - 2018,iv-convenio-colectivo-estatal-de-instalaciones-deportivas-y-gimnasios-2018---2019,Spain,es,2018
"CONVENIO COLECTIVO PASTICORE, S.L. 2019 - 2024 - 2019",convenio-colectivo-pasticore-s-l-2019---2024,Spain,es,2019
"CONVENIO COLECTIVO DE LA INDUSTRIA Y EL COMERCIO DE LA VID, AÑOS 2019-2020-2021 - 2019",convenio-colectivo-de-la-industria-y-el-comercio-de-la-vid-a-os-2019-2020-2021,Spain,es,2019
CONVENIO COLECTIVO DE KUPELAN KENTUCKY SOCIEDAD COOPERATIVA 2019 - 2022 - 2019,convenio-colectivo-de-kupelan-kentucky-sociedad-cooperativa-2019---2022,Spain,es,2019
ESP Telefónica España / Movistar - 2017,vi-convenio-colectivo-de-telef-nica-servicios-audiovisuales-s-a-u-2017---2018,Spain,es,2017
"Convenio Colectivo de la Empresa Nestlé España, S.A. Fábrica de Gijón, 2018 - 2023 - 2018",convenio-colectivo-de-la-empresa-nestl-espa-a-s-a-f-brica-de-gij-n-2018---2023,Spain,es,2018
"CONVENIO COLECTIVO ENTRE LAS EMPRESAS DE GRUPO SANTANDER RELACIONADAS EN EL ARTÍCULO 1.1 Y LA REPRESENTACIÓN SINDICAL DE CCOO, PARA LOS AÑOS 2019, 2020, 2021 Y 2022 - 2019",convenio-colectivo-entre-las-empresas-de-grupo-santander-relacionadas-en-el-art-culo-1-1-y-la-representaci-n-sindical-de-ccoo-para-los-a-os-2019-2020-2021-y-2022,Spain,es,2019
"CONVENIO COLECTIVO DE HEINEKEN ESPAÑA, S.A. 2014 – 2020 - 2014",convenio-colectivo-de-heineken-espa-a-s-a-2014-2020,Spain,es,2014
"CONVENIO COLECTIVO DE PILOTOS EASYJET AIRLINE COMPANY LIMITED, SUCURSAL EN ESPAÑA (1/3/2019-28/2/2022) - 2019",convenio-colectivo-de-pilotos-easyjet-airline-company-limited-sucursal-en-espa-a-1-3-2019-28-2-2022-,Spain,es,2019
II CONVENIO COLECTIVO ESTATAL DEL PERSONAL DE ESTRUCTURA DEL GRUPO MERCANTIL ISS 2016/2018 - 2016,ii-convenio-colectivo-estatal-del-personal-de-estructura-del-grupo-mercantil-iss-2016-2018,Spain,es,2016
"CONVENIO COLECTIVO ENTRE GRUPO SANTANDER CONSUMER FINANCE (ESPAÑA) Y LAS REPRESENTACIONES SINDICALES DE CCOO Y UGT, PARA LOS AÑOS 2015, 2016, 2017 Y 2018 - 2015",convenio-colectivo-entre-grupo-santander-consumer-finance-espa-a-y-las-representaciones-sindicales-de-ccoo-y-ugt-para-los-a-os-2015-2016-2017-y-2018,Spain,es,2015
"ESP ArcelorMittal Espana, S.A - 2016",sexto-acuerdo-marco-del-grupo-arcelormittal-en-espana-2016---2018,Spain,es,2016
"CONVENIO COLECTIVO DE TRABAJO DE LA EMPRESA RADIO SALUD, SA, PARA LOS AÑOS 2019-2021 - 2019",convenio-colectivo-de-trabajo-de-la-empresa-radio-salud-sa-para-los-a-os-2019-2021,Spain,es,2019
VII CONVENIO COLECTIVO DEL HOTEL CROWNE PLAZA BARCELONA-FIRA CENTER PARA LOS AÑOS 2019-2021 - 2019,vii-convenio-colectivo-del-hotel-crowne-plaza-barcelona-fira-center-para-los-a-os-2019-2021,Spain,es,2019
"Convenio colectivo de la empresa Olan, SA, 2018 - 2021 - 2018",convenio-colectivo-de-la-empresa-olan-sa-2018---2021,Spain,es,2018
"ESP Mercadona S.A., ESP Forns Valencians Forva, ESP S.A. Unipersonal - 2019",convenio-colectivo-del-grupo-de-empresas-mercadona-s-a-y-forns-valencians-forva-s-a-unipersonal-2019---2023,Spain,es,2019
"XVII CONVENIO COLECTIVO DE EUROPCAR IB S.A. PARA LOS AÑOS 2019, 2020 Y 2021 - 2019",xvii-convenio-colectivo-de-europcar-ib-s-a-para-los-a-os-2019-2020-y-2021,Spain,es,2019
CONVENIO MAPFRE GRUPO ASEGURADOR 2018-2021 - 2018,convenio-mapfre-grupo-asegurador-2018-2021,Spain,es,2018
"V CONVENIO COLECTIVO DE RETEVISIÓN I, S.A.U. 2018 - 2020 - 2018",v-convenio-colectivo-de-retevisi-n-i-s-a-u-2018---2020,Spain,es,2018
"CONVENIO COLECTIVO DE TRABAJO DE LAS EMPRESAS: ZURICH INSURANCE, PLC, SUCURSAL EN ESPAÑA ZURICH VIDA, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A. SOCIEDAD UNIPERSONAL ZURICH SERVICES AIE 2018-2020 - 2018",convenio-colectivo-de-trabajo-de-las-empresas-zurich-insurance-plc-sucursal-en-espa-a-zurich-vida-compa-a-de-seguros-y-reaseguros-s-a-sociedad-unipersonal-zurich-services-aie-2018-2020,Spain,es,2018
"CONVENIO COLECTIVO DEL GRUPO CHAMPION (SUPERMERCADOS CHAMPION, S.A., Y GRUP SUPECO-MAXOR, S.L.), 2019 - 2021 - 2019",convenio-colectivo-del-grupo-champion-supermercados-champion-s-a-y-grup-supeco-maxor-s-l-2019---2021,Spain,es,2019
"Texto del XI Convenio colectivo de Red Eléctrica de España, S.A.U. 2019 - 2021 - 2019",texto-del-xi-convenio-colectivo-de-red-el-ctrica-de-espa-a-s-a-u-2019---2021,Spain,es,2019
"CONVENIO COLECTIVO DE LA EMPRESA FRIT RAVICH, S.L., 2018 - 2019 - 2018",convenio-colectivo-de-la-empresa-frit-ravich-s-l-2018---2019,Spain,es,2018
