cba_id,overtime_trig,annuleav_trig,N_ALs,comp_scores
memorandum-of-agreement-between-auto-ancillaries-and-the-amalgamated-union-of-kenya-metal-workers,1,1,0,3.67
collective-bargaining-agreement-between-autoxpress-limited-and-the-kenya-union-of-commercial-food-and-allied-workers-,1,1,0,3.67
memorandum-of-agreement-between-blue-post-hotel-and-the-kenya-hotels-and-allied-workers-union,1,1,0,3.67
collective-bargain-agreement-between-the-nairobi-bus-and-coach-body-builders-group-of-federation-of-kenya-employers-and-kenya-long-distance-truck-drivers-and-allied-workers-union-,1,1,0,3.67
memorandum-of-agreement-between-optimum-lubricants-limited-and-kenya-petroleum-oil-workers-union,1,1,0,3.67
memorandum-of-agreement-between-member-companies-of-the-printing-trades-group-of-the-fke-and-the-kenya-union-of-printing-publishing-paper-manufacturers-and-allied-workers,1,1,0,3.67
memorandum-of-agreement-between-sana-industries-limited-and-kenya-union-of-hair-and-beauty-salon-workers,1,1,0,3.67
memorandum-of-agreement-between-shamco-industries-limited-and-kenya-engineering-workers-union-,1,1,0,3.67
collective-bargaining-agreement-cba-between-kenya-kazi-services-ltd-u-s-embassy-project-and-kenya-national-private-security-workers-union,1,1,0,3.67
collective-bargaining-agreement-between-the-members-of-the-sisal-growers-and-employers-association-kenya-and-the-kenya-plantation-and-agricultural-workers-union,1,1,0,3.67
memorandum-of-agreement-between-welding-alloys-limited-and-amalgamated-union-of-kenya-metal-workers,1,1,0,3.67
memorandum-of-agreement-between-the-specified-churches-and-or-institutions-and-kenya-union-of-domestic-hotels-educational-institutions-hospitals-and-allied-workers-,1,1,0,3.67
memorandum-of-agreement-between-uni-plastics-limited-and-kenya-chemical-and-allied-workers-union,1,1,0,3.67
memorandum-of-agreement-between-teita-estate-ltd-rope-works-division-and-tailors-and-textile-workers-union-,1,1,0,3.67
memorandum-of-agreement-between-pz-cussons-east-africa-limited-and-kenya-chemical-and-allied-workers-union,1,1,0,3.67
collective-bargaining-agreement-between-oil-industry-and-kenya-petroleum-oil-workers-union,1,1,0,3.67
memorandum-of-agreement-between-the-timber-industries-employers-association-and-kenya-building-construction-timber-furniture-and-allied-industries-employees-union-,1,1,0,3.67
collective-bargaining-agreement-between-hall-equatorial-limited-and-kenya-engineering-workers-union-,1,1,0,3.67
memorandum-of-agreement-between-karen-provision-stores-limited-and-the-kenya-union-of-commercial-food-and-allied-workers-,1,1,0,3.67
memorandum-of-agreement-between-leatherlife-epz-limited-and-the-kenya-chemical-and-allied-workers-union-,1,1,0,3.67
memorandum-of-agreement-between-aziz-tanneries-limited-and-kenya-shoe-and-leather-workers-union,1,1,0,3.67
collective-bargaining-agreement-between-great-yaduo-industires-limited-and-kenya-shoe-and-leather-workers-union,1,1,0,3.67
collective-bargaining-agreement-between-white-rose-drycleaners-limited-and-the-kenya-union-of-commercial-food-and-allied-workers-,1,1,0,3.67
memorandum-of-agreement-between-botanical-extracts-epz-ltd-and-kenya-chemical-and-allied-workers-union-,1,1,0,3.67
collective-bargaining-agreement-between-elimu-co-operative-savings-credit-society-ltd-and-banking-insurance-finance-union-kenya-,1,1,0,3.67
memorandum-of-agreement-between-the-registered-trustees-of-the-consolata-sisters-and-consolata-fathers-and-kenya-union-of-domestic-hotels-educational-institutions-hospitals-and-allied-workers-,1,1,0,3.67
memorandum-of-agreement-on-terms-and-conditions-of-employment-between-carbacid-co2-limited-and-kenya-chemical-allied-workers-union,1,1,0,3.67
memorandum-of-agreement-between-bags-and-balers-manufactures-k-limited-and-the-kenya-union-of-printing-publishing-paper-manufacturers-and-allied-workers,1,1,0,3.67
memorandum-of-agreement-between-kenya-union-of-domestic-hotels-educational-institutions-hospitals-and-allied-workers-and-premier-academy-,1,1,0,3.67
memorandum-of-agreement-between-m-s-panesar-s-kenya-limited-and-the-kenya-building-construction-timber-furniture-industries-employees-union,1,1,0,3.67
memorandum-of-agreement-between-gourmet-meat-products-and-kenya-union-of-commercial-food-and-allied-workers,1,1,0,3.67
collective-bargaining-agreement-between-sky-healthcare-limited-and-kenya-union-of-commercial-food-and-allied-workers-2014-,1,1,0,3.67
memorandum-of-agreement-between-medivet-products-limited-and-kenya-chemical-and-allied-workers-union-,1,1,0,3.67
memorandum-of-agreement-between-the-member-companies-of-kenya-paint-manufacturers-group-of-the-federation-of-kenya-employers-and-the-kenya-chemical-and-allied-workers-union,1,1,0,3.67
collective-bargaining-agreement-between-elimu-co-operative-savings-and-credit-society-ltd-and-banking-insurance-finance-union-kenya-,1,1,0,3.67
-memorandum-of-agreement-between-butterfly-properties-limited-and-kenya-building-construction-timber-and-furniture-industries-employees-union-,1,1,0,3.67
memorandum-of-agreement-between-sports-clubs-group-of-f-k-e-and-kenya-union-of-domestic-hotels-educational-institutions-hospitals-and-allied-workers-,1,1,0,3.67
collective-bargaining-agreement-between-the-motor-trade-and-allied-industries-employers-association-and-the-amalgamated-union-of-kenya-metal-workers---2014,1,1,0,3.67
memorandum-of-agreement-between-smart-printers-limited-and-the-kenya-union-of-printing-publishing-paper-manufacturers-and-allied-workers---2012,1,1,0,3.67
memorandum-of-agreement-between-kartasi-industries-limited-and-kenya-union-of-printing-publishing-paper-manufacturers-pulp-and-packaging-industries---2013,1,1,0,3.67
memorandum-of-agreement-between-m-s-thika-motor-dealers-limited-and-amalgamated-union-of-kenya-metal-workers---2014,1,1,0,3.67
memorandum-of-agreement-between-nakuru-industries-limited-and-the-tailors-and-textile-workers-union---2012,0,1,0,2.33
memorandum-of-agreement-between-wide-garments-kenya-epz-limited-and-tailors-and-textile-workers-union---2013,1,1,0,3.67
memorandum-of-agreement-on-terms-and-conditions-of-service-and-wages-between-messrs-millbrook-garments-and-the-tailors-and-textiles-workers-union---2013,1,1,0,3.67
memorandum-of-agreement-between-alltex-epz-limited-and-tailors-and-textiles-workers-union---2012,0,0,0,1
memorandum-of-agreement-between-alpha-knits-ltd-and-the-tailors-and-textiles-workers-union---2014,1,1,0,3.67
memorandum-of-agreement-between-epz-apparel-manufacturers-and-exporters-group-of-f-k-e-and-tailor-and-textile-worker-union---2014-,1,1,0,3.67
sample-cba-model-created-by-wageindicator-foundation-2016,1,1,0,3.67
memorandum-of-agreement-between-chandarana-group-of-supermarkets-and-the-kenya-union-of-commercial-food-and-allied-workers---2011,1,1,0,3.67
memorandum-of-agreement-between-elys-chemical-industries-ltd-and-kenya-chemical-and-allied-workers-union---2015,1,1,0,3.67
memorandum-of-agreement-between-uni-plastics-limited-and-kenya-chemical-and-allied-workers-union---2015,1,1,0,3.67
memorandum-of-agreement-between-epz-apparel-manufacturers-and-exporters-group-of-f-k-e-and-tailor-and-textile-worker-union---2015,1,1,0,3.67
memorandum-of-collective-bargaining-agreement-between-the-ack-guest-house---nairobi-and-kenya-hotels-and-allied-workers-union---2014,1,1,0,3.67
terms-and-conditions-of-service-agreement-between-kenafric-industries-limited-footwear-division-and-kenya-shoe-and-leather-workers-union---2013,1,1,0,3.67
memorandum-of-agreement-between-kapric-apparels-epz-limited-and-tailors-and-textile-workers-union---2013,1,1,0,3.67
convention-collective-du-secteur-de-la-sant---burundi,0,0,0,1
-convention-collective-interprofessionnelle---burundi,1,1,0,3.67
exemple-de-convention-collective-de-travail-cr-e-par-wageindicator-foundation--2016,1,1,0,3.67
proces-verbal-des-negociations-entre-le-comite-de-direction-de-l-otb-et-le-comite-de-negociation-du-personnel-de-l-otb-en-presence-de-l-inspection-generale-du-travail---2007-,0,0,0,1
reglement-et-relations-de-travail-entre-office-du-th-du-burundi-employeur-et-son-personnel-travailleurs---2007,1,1,0,3.67
rapport-final-des-negociations-entre-le-symabu-et-la-commission-ministerielle-sur-les-revendications-des-magistrats---2012-,0,0,0,1
loi-n-1-28-du-23-aout-2006-portant-statut-general-des-fonctionnaires---2006,1,1,0,3.67
ordonnance-minist-rielle-no-610-246-du-16-2-2010-portant-r-vision-des-bar-mes-salariaux-des-personnels-enseignants-de-l-universit-du-burundi-et-de-l-ecole-normale-sup-rieure---2010,0,0,0,1
reglement-d-entreprise-office-burundais-des-recettes---2010,1,1,0,3.67
conflit-collectif-entre-l-universite-du-burundi-et-le-syndicat-des-travailleurs-stub---2003,0,0,0,1
ordonnance-ministerielle-n-610-540-1005-du-16-aout-2011-portant-mise-en-execution-de-la-sentence-arbitrale-d-un-conflit-collectif-entre-l-universite-du-burundi-et-le-syndicat-des-travailleurs-stub---2011,0,0,0,1
ordonnance-interministerielle-no-570-540-054-du-24-01-2018-portant-octroi-d-une-indeminite-d-ajustement-des-disparites-salariales-dans-le-secteur-public-et-gel-des-annales-primes-et-indemnites-conjoctuelles---2018,0,0,1,2.33
ordonnance-ministerielle-no-610-246-du-16-2-2010-portant-revision-des-baremes-salariaux-des-personnels-enseignants-de-l-universite-du-burundi-et-de-l-ecole-normale-superieure---2010,0,0,0,1
rapport-de-la-mediation-entre-le-gouvernment-et-la-cosybu-sur-le-conflit-des-annales-primes-et-indemnites-conjoncturelles---2016,0,0,0,1
rapport-des-travaux-de-la-commission-charg-e-du-suivi-de-la-mise-en-oeuvre-des-dispositions-de-la-sentence-arbitrale-du-11-avril-2003,0,0,0,1
labour-collective-convention-between-trade-unions-cotraf-cestrar-and-sorwathe-ltd-,1,1,0,3.67
memorandum-of-settlement-between-workers-committee-of-kabuye-sugar-works-ltd-and-management-of-kabuye-sugar-works-ltd,0,0,1,2.33
collective-agreement-between-cotraf-and-cestrar-and-la-soci-t-rwandaise-pour-la-production-et-la-commercialisation-du-th-sorwathe-ltd---2014,1,1,0,3.67
law-n-86-2013-of-11-09-2013-establishing-the-general-statutes-for-public-service---2013,0,1,0,2.33
sheraton-addis-hotel-collective-agreement---2011,1,1,1,5
10th-collective-agreement-between-ethiopian-airlines-enterprise-and-ethiopian-airlines-basic-trade-union,1,1,0,3.67
the-12th-collective-agreement-concluded-between-horizon-addis-tyre-s-c-and-horizon-addis-tyre-s-c-basic-trade-union,1,1,0,3.67
ethiopian-red-cross-association-workers-and-employer-s-cba,1,1,0,3.67
babaka-horizon-plantation-workers-and-employer-s-cba,0,1,0,2.33
chora-gas-and-chemical-enterprise-plc-workers-and-employer-s-cba,0,1,1,3.67
comet-transport-enterprise-workers-and-employer-s-cba,0,1,0,2.33
ethiopian-commercial-bank,0,1,0,2.33
ethiopian-mining-development-plc,0,1,0,2.33
fortune-enterprise-plc-workers-and-employer-s-cba,1,1,0,3.67
east-african-bottling-workers-and-employer-s-cba,0,1,0,2.33
water-works-organization-workers-and-employer-s-cba,1,1,0,3.67
horizon-addis-tyre-s-c-workers-and-employer-s-cba,1,1,0,3.67
addis-ababa-water-works-agency-workers-and-employer-s-cba,0,1,0,2.33
oromiyaa-water-works-design-workers-and-employer-s-cba,1,1,0,3.67
shashamane-water-work-organization-workers-and-employer-s-cba,0,1,0,2.33
rembo-plastic-foam-p-l-c-workers-and-employer-s-cba,1,1,0,3.67
duggda-cut-flower-plantation-workers-and-employer-s-cba,1,1,1,5
education-materials-production-workers-and-employer-s-cba,1,1,0,3.67
rapi-soap-and-deterjent-factory-workers-and-employer-s-cba,0,1,0,2.33
misak-general-contrctor-workers-and-employer-s-cba,1,1,0,3.67
nyala-motors-share-company-workers-and-employer-s-cba,0,1,0,2.33
herberg-roses-cut-flowering-farm-plc-workers-and-employer-s-cba,0,1,0,2.33
elet-derash-transport-association-workers-and-employer-s-cba,0,1,0,2.33
oromiya-water-design-and-controlling-agency-workers-and-employer-s-cba,0,1,0,2.33
woyira-transport-plc-workers-and-employer-s-cb,0,1,1,3.67
legemadro-coffe-farm-workers-and-employer-s-cba,0,1,0,2.33
legedemaro-workers-and-employer-s-cba,0,1,0,2.33
fresenbet-pp-sack-prdducing-factory-workers-and-employer-s-cba,0,1,0,2.33
ayika-addis-textile-investment-workers-and-employer-s-cb,0,1,0,2.33
addis-ababa-ethiopian-hotel-workers-and-employers-cba,0,1,0,2.33
addis-ababa-bulbula-coble-stone-workers-and-employer-s-cba,0,1,0,2.33
collective-bargaining-between-lusi-agricultural-plantation-workers-union-and-employer---2014,0,1,0,2.33
collective-bargaining-between-green-coffee-plantation-workers-union-and-employer---2013,0,1,1,3.67
collective-bargaining-between-wondo-genet-bete-mengist-resort-hotel-workers-union-and-employer---2014,0,1,0,2.33
collective-bargaining-agreement-between-almeta-apex-workers-union-and-almeta-agricultural-enterprise---2014,0,1,0,2.33
collective-bargaining-agreement-between-arbaminch-amibara-plantation-workers-union-and-employer---2013,0,1,0,2.33
collective-bargaining-agreement-between-hatat-hospital-workers-and-hatat-hospital-entreprise---2014,0,1,0,2.33
collective-bargaining-agreement-between-progress-international-hotel-workers-and-employer---2012,0,1,0,2.33
collective-bargaining-agreement-between-soddo-christian-hospital-workers-and-employer---2014,0,1,0,2.33
collective-bargaining-agreement-between-southern-ethiopia-technical-college-workers-union-and-southern-ethiopia-technical-college---2015,0,1,0,2.33
collective-bargaining-agreement-between-t-ceramic-plc-workers-and-employer-and-employer---2015,0,1,0,2.33
collective-bargaining-agreement-between-debub-water-construction-workers-union-and-employer---2014,0,1,0,2.33
collective-bargaining-agreement-between-haile-resort-workers-union-and-employer---2013,0,1,1,3.67
collective-bargaining-agreement-between-dila-donbosko-development-farm-workers-union-and-employer---2014,0,1,0,2.33
collective-bargaining-agreement-between-yirgalem-water-service-enterprise-workers-and-employer---2014,0,1,0,2.33
collective-bargaining-agreement-between-mary-stop-evan-school-workers-union-and-employer---2013,0,1,1,3.67
collective-bargaining-agreement-between-harero-farm-workers-union-and-employer---2013,0,1,0,2.33
collective-bargaining-agreement-between-hunxe-farm-workers-union-and-employer---2015,0,1,0,2.33
collective-bargaining-agreement-between-xamela-farm-workers-union-and-employer---2015,0,1,0,2.33
collective-bargaining-agreement-between-robe-farm-workers-union-and-employer---2015,0,1,0,2.33
collective-bargaining-agreement-between-silashi-hope-farm-workers-union-and-employer-and-employer---2014,0,1,0,2.33
collective-bargaining-agreement-between-sinana-farm-workers-union-and-employer-and-employer---2013,0,1,0,2.33
sample-collective-bargaining-agreement-created-by-wageindicator-foundation---2016,1,1,0,3.67
bkrobe,1,1,0,3.67
mahaver-industry,1,1,1,5
nazrath-garment,1,1,0,3.67
zong-eth-textile-factory-2018,0,1,0,2.33
-1-2003-377-96-,1,1,0,3.67
-15-,1,1,0,3.67
ma-garment-and-textile-plc,1,1,0,3.67
novaster-garment-2008,1,1,0,3.67
collective-bargaining-agreement-between-almeda-textile-plc-and-its-basic-trade-union-2014---2017,1,1,0,3.67
-arba-minch-textile-sc,1,1,0,3.67
---bm-ethiopia-garment-and-textile-sc,0,0,0,1
---bahir-dar-textile-share-company-,1,0,1,3.67
maahaviir-industirii-waldaa-dhunfaa-itti-gaafatamummaan-isaa-murtaa-ee-fi-waldaa-bu-uuraa-hojjattoota-maahaviir-industirii-waldaa-dhunfaa-itti-gaafatamummaan-isaa-murtaa-ee,1,1,0,3.67
agreement-in-respect-of-wages-and-conditions-of-employment-entered-into-by-and-between-cwawu-and-ceppwawu-and-kimberly-clark-corporation-sa-,0,0,0,1
columbus-stainless-substantive-agreement-between-columbus-stainless-and-solidarity-u-a-s-a-and-n-u-m-s-a-,1,1,0,3.67
agreement-in-respect-of-wages-and-substantive-conditions-of-employment-for-the-period-2013-to-2014-between-ceppwawu-and-solidarity-and-uasa-and-fibre-particle-board-chamber-of-the-bargaining-council-for-the-wood-and-paper-sector---2013,0,0,0,1
memorandum-of-understanding-between-first-alliance-bank-z-limited-and-zambia-union-of-financial-institutions-and-allied-workers---2015,0,0,0,1
collective-agreement-between-the-bank-of-zambia-and-the-zambia-union-of-financial-institutions-and-allied-workers---2014,1,1,0,3.67
collective-agreement-between-cavmont-bank-limited-and-zambia-union-of-financial-institutions-and-allied-workers---2015,1,0,0,2.33
memorandum-of-collective-agreement-between-finance-bank-zambia-limited-and-the-zambia-union-of-financial-institutions-allied-workers---2014,1,1,0,3.67
memorandum-of-collective-agreement-between-professional-life-assurance-limited-and-zambia-union-of-financial-institutions-and-allied-workers-zufiaw---2015,0,1,1,3.67
memorandum-of-collective-bargaining-agreement-between-standard-chartered-bank-zambia-plc-and-zambia-union-for-financial-institutions-and-allied-workers-zufiaw---2014,1,1,0,3.67
collective-agreement-between-the-workers-compensation-fund-control-board-and-the-zambia-union-of-financial-institutions-and-allied-workers---2014,1,1,0,3.67
collective-agreement-made-between-zambia-national-building-society-and-zambia-union-of-financial-institutions-and-allied-workers---2015,1,1,0,3.67
collective-agreement-between-national-pension-scheme-authority-and-zambia-union-of-financial-institutions-and-allied-workers---2014,1,1,0,3.67
memorandum-of-collective-agreement-between-indo-zambia-bank-limited-and-zambia-union-of-financial-institutions-and-allied-workers---2016,1,1,0,3.67
memorandum-of-collective-agreement-between-barclays-bank-zambia-pic-and-the-zambia-union-of-financial-institutions-and-allied-workers-2015---2016,1,1,1,5
memorandum-of-collective-agreement-between-first-alliance-bank-z-limited-and-zambia-union-of-financial-institutions-and-allied-workers---2016,1,1,0,3.67
collective-agreement-between-the-pensions-and-insurance-authority-and-the-zambia-union-of-financial-institutions-and-allied-workers---2016,1,1,0,3.67
addendum-to-the-collective-agreement-between-the-public-service-pensions-fund-board-pspfb-and-zambia-union-of-financial-institutions-and-allied-workers-zufiaw---2017,0,0,0,1
addendum-to-the-collective-agreement-for-union-represented-workers-compensation-fund-control-board---2017,0,0,0,1
addendum-to-the-collective-agreement-between-the-zsic-limited-it-s-subsidiaries-and-zambia-union-of-financial-institutions-and-allied-workers-zufiaw---2017,0,0,1,2.33
collective-agreement-for-2016-17-salary-increment-between-zambia-national-building-society-and-zambia-union-of-financial-institutions-and-allied-workers---2016,0,0,0,1
memorandum-of-collective-recognition-agreement-between-first-alliance-bank-z-ltd-and-zambia-union-of-financial-institution-and-allied-workers-union-zufiaw---2000,0,0,0,1
memorandum-of-collective-agreement-between-standard-chartered-bank-zambia-plc-and-the-zambia-union-of-financial-institutions-and-allied-workers---2016,1,1,1,5
memorandum-of-collective-agreement-between-zambia-national-commercial-bank-plc-and-zambia-union-of-financial-institutions-and-allied-workers---2016,1,1,0,3.67
collective-agreement-between-bank-of-zambia-boz-and-zambia-union-of-financial-institutions-and-allied-workers---2016,1,1,0,3.67
collective-agreement-between-the-zambia-public-procurement-authority-and-the-zambia-union-of-financial-institutions-and-allied-workers---2015,1,1,0,3.67
acordo-coletivo-de-trabalho-2012-2013-holcim-brasil-s-a,0,0,0,1
acordo-coletivo-de-trabalho-2013-2014-kraft-foods-brasil-s-a-,1,0,0,2.33
acordo-coletivo-de-trabalho-2012-2013-souza-cruz-s-a,1,0,0,2.33
acordo-coletivo-de-trabalho-sindicato-dos-trab-nas-inds-de-art-de-bor-no-est-de-pe-e-lanxess-elastomeros-do-brasil-s-a,1,0,0,2.33
acordo-coletivo-de-trabalho-2012-2014-lanxess-elastomeros-do-brasil-s-a-,1,0,0,2.33
acordo-coletivo-de-trabalho-2013-2014-sindicato-dos-trabalhadores-nas-industrias-de-alimentacao-e-afins-do-estado-da-bahia-e-j-macedo-s-a,1,1,1,5
acordo-coletivo-de-trabalho-2013-2014-sindicato-dos-trab-nas-ind-de-alimentacao-de-p-alegre-e-companhia-de-bebidas-das-americas---ambev,1,0,0,2.33
acordo-coletivo-de-trabalho-2012-2013-sindicato-trab-ind-de-extracao-vegetal-carvoejamento-reflorestamento-e-similares-do-estado-de-minas-gerais-e-arcelormittal-bioenergia-ltda,1,1,0,3.67
acordo-coletivo-de-trabalho-2012-2013-sind-t-n-i-s-m-m-m-e-m-e-d-p-i-de-tim-e-cel-fabriciano-e-aperam-inox-america-do-sul-s-a,1,1,0,3.67
acordo-coletivo-de-trabalho-2012-2013-sindicato-t-i-s-m-m-m-elet-inf-ipa-belo-oriente-ipaba-e-santanado-paraiso-e-usinas-siderurgicas-de-minas-gerais-s-a-usiminas,1,1,0,3.67
acordo-coletivo-de-trabalho-2013-2014-sind-trab-ind-m-m-mat-elemat-elet-inf-bm-vr-r-itatiaia-e-companhia-siderurgica-nacional,1,1,0,3.67
acordo-coletivo-de-trabalho-2013-2013-sindicato-dos-trabalhadores-em-empresas-de-telecomunicacoes-e-operadores-de-mesas-telefonicas-do-estado-do-parana-e-companhia-nacional-de-call-center,1,0,0,2.33
acordo-coletivo-de-trabalho-2012-2014-telefonica-brasil-s-a,1,0,0,2.33
acordo-coletivo-de-trabalho-2012-2014-sindicato-dos-trabalhadores-em-empresas-de-telecomunicacoes-e-operadores-de-mesas-telefonicas-do-estado-do-parana-e-brasil-telecom-call-center,1,0,0,2.33
acordo-coletivo-de-trabalho-2013-2014-rita-de-cassia-assuncao-e-sindicato-trabalhadores-nas-inds-pap-papelao-e-cortica,1,0,0,2.33
acordo-coletivo-de-trabalho-2012-2014-sindicato-dos-trabalhadores-em-empresas-detelecomunica-es-do-estado-de-minas-gerais-sinttel-mg,1,1,0,3.67
acordo-coletivo-de-trabalho-2013-2014-sindicato-dos-trabalhadores-na-industria-de-papeis,1,0,0,2.33
acordo-coletivo-de-trabalho-2012-2013-sindicato-dos-trab-na-ind-petroquimica-do-estado-do-pr-e-araucaria-nitrogenados-s-a,1,1,0,3.67
acordo-coletivo-de-trabalho-sindicato-dos-trabalhadores-em-empresas-de-telecomunicacoes-e-operadores-de-mesas-telefonicas-do-estado-do-parana,1,1,0,3.67
applied-economic-perspectives-and-policy-,1,0,0,2.33
acordo-coletivo-de-trabalho-entre-federa-o-dos-trabalhadores-nas-ind-strias-de-alimenta-o-do-estado-de-s-o-paulo-e-sindicato-dos-trabalhadores-nas-ind-strias-de-latic-nios,1,0,1,3.67
acordo-coletivo-de-trabalho-2013-2014-entre-arcelormittal-brasil-s-a-e-sindicato-dos-trabalhadores-nas-ind-strias-metal-rgicas-mec-nicas-de-material-el-trico-e-eletr-nico-no-estado-do-esp-rito-santo,1,1,0,3.67
conven-o-coletiva-de-trabalho-2013-2014-s-t-i-de-fiacao-e-tec-m-m-c-e-f-a-e-s-e-tinturarias-ce,0,0,0,1
conven-o-coletiva-de-trabalho-2013-2014-sindicato-dos-trabalhadores-nas-ind-strias-de-fia-o,0,0,0,1
conven-o-coletiva-de-trabalho-2013-2014-sind-trabalho-ind-fiacao-e-tecelagem-do-estado-do-rio-g-n,0,1,1,3.67
conven-o-coletiva-de-trabalho-2013-2014-sindicato-dos-trabalhadores-texteis-de-juiz-de-fora,1,1,0,3.67
conven-o-coletiva-de-trabalho-2013-2014-confederacao-nacional-dos-trabalhadores-nas-industrias-textil-vestuario-couro-e-cacaldos,1,1,1,5
termo-aditivo-a-conven-o-coletiva-de-trabalho-n-mero-do-processo-da-conven-o-coletiva-principal---2014-2015,0,0,0,1
acordo-coletivo-de-trabalho-2013-2015-petr-leo-brasileiro-s-a---petrobras,0,0,0,1
acordo-coletivo-de-trabalho---sindicato-dos-trabalhadores-em-empresas-de-transportes-metrovi-rios-e-em-empresas-operadoras-de-ve-culos-leves-sobre-trilhos-no-estado-de-s-o-paulo---2013-2014,0,0,0,1
conven-o-coletiva-de-trabalho-sindicato-das-ind-de-fiacao-e-tecelagem-do-r-janeiro-em-fti-de-fiacao-e-tecelagem-de-estado-de-rio-de-janeiro-2013-2014-,1,0,0,2.33
conven-o-coletiva-de-trabalho-2013-2014-sindicato-trabalho-ind-fiacao-e-tec-de-paulista-e-igarassu,1,1,0,3.67
acordo-coletivo-de-trabalho-entre-samarco-minera-o-s-a-e-sindicato-dos-trabalhadores-nas-ind-strie-metal-rgicas-mec-nicas-e-de-material-el-trico-e-eletr-nico-estado-do-espirito-santo---2013,1,0,0,2.33
conven-o-coletiva-de-trabalho-entre-sindicato-dos-trabalhadores-nas-industrias-de-fiacao-e-tecelagem-de-joao-pessoa-cabedelo-conde-caapora-e-alhandra---2013-2014,1,1,0,3.67
conven-o-coletiva-de-trabalho-entre-sindicato-da-industria-de-calcados-de-novo-hamburgo-e-sindicato-dos-trabalhadores-de-calcado-de-novo-hamburgo---2014-2015,1,1,0,3.67
conven-o-coletiva-de-trabalho-entre-sind-dos-cultivadores-de-cana-de-acucar-no-estado-de-pe-e-federacao-trabalhadores-agricultura-estado-pernambuco---2014-2015,1,1,0,3.67
conven-o-coletiva-de-trabalho-entre-sindicato-dos-oficiais-alfaiates-costureiras-e-trabalhadores-nas-industrias-de-confeccao-de-roupas-e-de-chapeus-de-senhoras-de-sao-paulo-e-osasco---2014-2015,0,1,0,2.33
conven-o-coletiva-de-trabalho-entre-sindicato-das-ind-strias-de-fia-o-e-sindicato-dos-trabalhadores-nas-ind-strias-de-fia-o---2014-2015,0,1,0,2.33
conven-o-coletiva-de-trabalho-entre-sindicato-da-trabalho-da-industria-do-vestu-rio-de-colatina-e-sindicato-da-industria-do-vestu-rio-de-colatina---2013-2015,0,0,0,1
conven-o-coletiva-de-trabalho-entre-sindicato-das-industrias-de-fiacao-tecelagem-e-malharias-da-regiao-nordeste-do-rio-grande-do-sul-e-sind-dos-trab-na-ind-de-fiacao-e-tecelagem-de-cx-sul---2014-2015,1,1,0,3.67
conven-o-coletiva-de-trabalho-entre-sind-dos-trab-nas-ind-de-fiacao-e-tecelagem-de-curitiba-e-reg-metropolitana-e-sindicato-das-inds-de-fiacao-e-tecelagem---2014-2015,0,1,0,2.33
conven-o-coletiva-de-trabalho-entre-sind-trab-ind-fiacao-e-tecelagem-do-estado-do-rio-e-sind-trab-ind-fiacao-e-tecelagem-do-estado-do-rio---2014-2015,0,1,0,2.33
conven-o-coletiva-de-trabalho-sinditextil---2013-2015,1,1,1,5
conven-o-coletiva-de-trabalho-entre-sind-inds-fiacao-tecelagem-e-do-vestuario-de-blumenau-e-sind-dos-trab-nas-ind-de-fiacao-e-tec-de-blumenau---2014-2015,1,1,0,3.67
conven-o-coletiva-de-trabalho-entre-sindicato-nacional-dos-aeronautas-e-sindicato-nacional-das-empresas-aerovi-rias---2014-2015,1,1,0,3.67
acordo-coletivo-de-trabalho-entre-servi-o-federal-de-processamento-de-dados-serpro-e-federa-o-nacional-dos-trabalhadores-de-empresas-de-processamento-de-dados-servi-os-de-inform-tica-e-similares-fenadado---2014-2015,1,1,0,3.67
conven-o-coletiva-de-trabalho-entre-sindicato-dos-trabalhadores-do-ramo-qu-mico-petroleiro-do-estado-da-bahia-e-sindicato-das-ind-strias-de-produtos-qu-micos-para-fins-industriais-petroqu-micas-e-de-resinas-sint-ticas-de-cama-ari-candeias-e-dias-d-vila---2013-2015,1,1,0,3.67
acordo-coletivo-de-trabalho-entre-sind-dos-trabalhado-nas-ind-da-alimentacao-em-cooper-agro-e-brf---brasil-foods-s-a---2013-2014,1,0,1,3.67
conven-o-coletiva-de-trabalho-2017-2018-sindicato-of-alfaiates-c-trab-ind-conf-roupas-est-goias-e-sindicato-das-ind-de-confec-de-rou-em-geral-de-goiania,1,1,0,3.67
convenio-colectivo-de-trabajo,0,1,0,2.33
acta-de-acuerdo-en-reuni-n-extraproceso,0,0,0,1
convenio-colectivo-2012-2013,1,0,0,2.33
convenio-colectivo-que-celebran-el-sindicato-de-trabajadores-de-derivados-del-maiz-s-a-y-la-empresa-derivados-del-maiz-s-a-,1,0,0,2.33
convenio-colectivo-periodo-1-de-enero-al-31-de-diciembre-de-2013,0,0,0,1
convenio-colectivo-del-periodo-2013-2015,0,0,1,2.33
convenci-n-colectiva-de-trabajo-a-os-2011--2013,1,0,0,2.33
acta-final-negociaci-n-colectiva-2013--2015,0,0,0,1
acta-de-acuerdo-en-reunion-extraproceso,0,0,0,1
acta-de-acuerdo-final-de-negociacion-colectiva-entre-refiner-a-la-pampilla-s-a-y-el-sindicato-nico-de-trabajadores-de-refiner-a-la-pampilla,0,0,0,1
convenio-colectivo-2013-2014-yobel-scm-logistics-sa,1,0,0,2.33
